pid,intent,source,utterance,response,subcat
2388305,BAGGAGE,airlines.csv:9508,"<cust__ hey __company__ , we need to talk . new stroller __twitter_tag__ at the outset of my trip __num__ weeks ago . now both checked bags __twitter_tag__ on flights home ? so much for being a __twitter_tag__ with you these days ! do n't forget to ask me how fun __num__ weeks without a replacement stroller in __airport_code__ was ! __cust>","<rep__ __cust__ hi melanie , i am so very sorry to hear about your recent experience . have you already filed a damage baggage claim at the airport ? __initials__ __rep> <cust__ __company__ i did - both times - thanks ! will follow thru w/next steps of claim today . just truly stunned there could be such big issues with damage on both departure & return trips ! as a traveling mom w/baby , losing use of my stroller in a foreign country for __num__ weeks was a total nightmare ! __cust> <rep__ __cust__ i completely understand your frustration and i 'm so very sorry . i 'm very sorry you had the same horrible experience on both trips . __initials__ __rep>",
2550384,INFLIGHTFACS,airlines.csv:10163,"<cust__ thank you __company__ for the amazing # __num__ status perks ! i boarded my flight early and am sipping my coffee , ready to fly away __cust>",<rep__ __cust__ awesome ! thank you for flying with us ! __initials__ __rep>,
1995904,OTHER,airlines.csv:31178,"<cust__ __company__ avis car hire ( booked through you ) just stung me for extra __money__ . where can i find copy of original agreement , please ? __cust>","<rep__ __cust__ we 're sorry you 've incurred additional charges with avis directly , norman . we can only deal with flight only bookings here on the __num__ / __num__ __rep>",
2595212,REWARDS,airlines.csv:41691,"<cust__ __company__ if i book a flight using travel funds i have and the flight costs less than my total travel funds , will the leftover of my travel funds remain or will it all be taken away ? __cust>",<rep__ __cust__ they shall remain on the original confirmation number and you can use them toward another flight . __initials__ __rep>,
402685,CHGFLT,airlines.csv:1440,<cust__ __company__ any suggestions for french strike oct __num__ ? flying marseilles to paris to toronto __cust>,<rep__ __cust__ thank you for your patience with me . we do have a bulletin available for this . __initials__ __rep>,
973443,OTHER,airlines.csv:15820,<cust__ met some reps from __company__ last night at an event for __twitter_at__ last night . they were very friendly and funny . __cust>,<rep__ __cust__ we have a great __twitter_tag__ ! we 're glad to hear they were able to bring a smile to your face . __rep>,
2080269,TERMFACS,airlines.csv:31445,<cust__ why no lounge access of any sort at porto airport __company__ ? ? ? your __twitter_at__ partner __twitter_at__ has access to __airport_code__ lounge __cust>,"<rep__ __cust__ we 're sorry we do n't have a lounge agreement at porto airport , christos . we 'll certainly pass your comments on as feedback . ^david s __rep>",
1213615,BOOKFLT,airlines.csv:5047,"<cust__ __company__ is the add a trip to my calendar broken for outlook calendars ? have tried ie and chrome , the button does nothing ... __cust>","<rep__ __cust__ hi steven , so sorry for any inconvenience this may have caused you . the app is working , maybe , if you turn your device off and turn ... __num__ / __num__ __rep>",
2465841,OTHER,airlines.csv:22726,<cust__ thanks __company__ for a bumpy but safe flight from charlotte to __airport_code__ __twitter_tag__ __twitter_tag__ __twitter_tag__ __cust>,<rep__ __cust__ our pilots are some of the best in the biz . thanks for your kind words . __rep>,
624050,DELAY,airlines.csv:35440,<cust__ trying to fly out of vegas on __company__ and had a __num__ + hr delay due to `` maintenance issue '' need some to make this flight better __cust>,<rep__ __cust__ we do n't like delays either and regret any inconvenience . thanks for your patience as we work to get you on your way . __initials__ __rep>,
299728,INFLIGHTFACS,airlines.csv:949,<cust__ __company__ do you offer any special accommodations for very tall passengers ( __num__ ' __num__ `` and above ) who have trouble fitting in a normal seat ? __cust>,"<rep__ __cust__ delta comfort + offers up to __num__ more inches of legroom on domestic flights and up to __num__ inches on int'l flights . __initials__ __rep> <cust__ __company__ great , thanks for the info ! __cust> <rep__ __cust__ you are absolutely welcome ryan ! __initials__ __rep>",
2299125,OTHER,airlines.csv:21918,<cust__ __company__ for helping to get us dole fellows to dc this week __twitter_tag__ __cust>,"<rep__ __cust__ it 's always a pleasure to have you fly with us , mary ! __rep>",
826743,DELAY,airlines.csv:15156,<cust__ what did i do to deserve such bad travel karma ? maintenance related __company__ delay that led to a __twitter_at__ reroute ... and maintenance delay __cust>,"<rep__ __cust__ you 're still number one in our book , courtney . so sorry for the last minute change of plans today . __rep>",
2139097,BOOKFLT,airlines.csv:31600,"<cust__ __company__ i 'm trying to search for flights on your website from salzburg to manchester at the start of february , but am being told there are no flights available , and the only thing that it comes up with is the direct flight operating on a saturday ... __cust>","<rep__ __cust__ hi lloyd , we have a flight which connects in heathrow each day so i 'm unsure why this is n't displaying . could you clear your cookies __num__ / __num__ __rep>",
1482667,TERMOPS,airlines.csv:18288,<cust__ __company__ __twitter_at__ why is aa flt __num__ waiting __num__ min for a gate ? __cust>,<rep__ __cust__ sorry for the wait colleen . looks like you 're good to go now . __rep>,
804267,BAGGAGE,airlines.csv:36037,<cust__ __company__ just snagged a holiday flight for my daughter take care of my baby girl . love free bags cause them girls love shoes . __cust>,<rep__ __cust__ we 're thrilled to hear that ! we appreciate every opportunity to have you and your family onboard . __initials__ __rep>,
1493122,TERMOPS,airlines.csv:6247,"<cust__ __company__ : i did n't catch her name , but whoever worked gate a __num__ at __airport_code__ for __num__ __airport_code__ -atl was a boss . well done getting ppl on the plane quickly . __cust>",<rep__ __cust__ customer service is in our __airport_code__ ! thank you for sharing the love . __twitter_tag__ __initials__ __rep>,
1427128,CHECKIN,airlines.csv:37837,<cust__ __company__ total shit show at __airport_code__ baggage drop off . self kiosks all down . and you have four agents taking bags . line is over __num__ + deep . __cust>,"<cust__ __company__ glad i got here early . id miss my flight otherwise . __cust> <rep__ __cust__ hey , richard . glad to see we 're welcoming you onboard again . sorry for your frustration in the ticket area . please know we 're reached out to our operations team to see what 's happening in fort lauderdale . we appreciate your patience in the meantime . __initials__ __rep> <cust__ __company__ was packed earlier next time ill take a picture . on the plane now . __airport_code__ -isp . at least its on time given last flight of the night . thx . __cust> <rep__ __cust__ glad to hear you 're running on time . have a great trip and enjoy the rest of your weekend . __initials__ __rep>",
812301,OTHER,airlines.csv:3108,<cust__ excited for upcoming honeymoon to __twitter_at__ in jamaica ! leaving on monday & flying __company__ & my wife isnt the fondest of flights . hoping for an amazing & memorable experience all around ! __twitter_tag__ __twitter_tag__ __twitter_tag__ __cust>,<rep__ __cust__ congratulations ! glad that we can be a part of your wonderful celebration ! __initials__ __rep>,
2258830,TERMOPS,airlines.csv:21584,<cust__ hey __company__ how about asking orlando international to open up a few gates to let us in since they have n't started rescreening yet ? __cust>,"<rep__ __cust__ we 're working on freeing up a gate for you , andy . thanks for hanging in there with us . __rep>",
1702451,REWARDS,airlines.csv:38641,<cust__ loved using my companion pass to board with my husband today ! thanks southwest airlines for trying this program . keep it going ! __company__ __cust>,"<rep__ __cust__ donna , we 're glad to have you and your husband onboard today ! thanks for your love and loyalty . __initials__ __rep>",
290032,INFLIGHTENT,airlines.csv:25904,"<cust__ on route to __twitter_tag__ with __company__ __twitter_tag__ __num__ . the new m & s on board options look delicious , but very expensive ! ill wait . __twitter_tag__ __cust>","<rep__ __cust__ we 're sorry you feel let down , gaz . despite this , we hope you have a great flight to copenhagen ! ^liz __rep> <cust__ __company__ charity budget , liz . not let down . __cust>",
352663,INFLIGHTFACS,airlines.csv:26130,<cust__ __company__ on __num__ to athens plane is __twitter_tag__ had to clean my own seat and a large lump of poo under seat __twitter_at__ __twitter_tag__ __cust>,"<rep__ __cust__ we 're so sorry to hear that , graham . did you notify the crew ? please accept our sincere apologies for the inconvenience caused . ^linda __rep> <cust__ __company__ no one at this end of the plane yet - but frankly dont think they care __cust> <rep__ __cust__ we 're disappointed to hear that , graham . we 've passed your comments to our customer experience team . ^linda __rep> <cust__ __company__ yes i told them and they said your staff dont have time to clean - also blood on the wall - really vile __cust> <rep__ __cust__ that 's really concerning to hear , graham . i can assure you this will be dealt with internally . thanks for letting us know . ^rach __rep>",
904298,OTHER,airlines.csv:3546,<cust__ __company__ need help with my flight __cust>,<rep__ __cust__ how can i help you ? __initials__ __rep>,
2796406,BAGGAGE,airlines.csv:42347,<cust__ well tried __company__ this time to fly home from vegas . bag still fucking never showed up . do n't get it.. __cust>,"<rep__ __cust__ we 're sorry for the inconvenience , kyle . i assure you our baggage team will do all they can to locate your bag as soon as possible . __initials__ __rep> <cust__ __company__ i 'm not even sure it 's yall . it has to be __twitter_at__ . this is the __num__ th consecutive flight my bag was n't there when i landed . it 's such a joke . __cust> <rep__ __cust__ our agents at the airport will work hard to reunite you with your belongings , kyle . we appreciate your patience and understanding . __initials__ __rep>",
668740,INFLIGHTENT,airlines.csv:2483,"<cust__ i need my in-flight coffee __company__ , but i ca n't do black . please add nondairy __twitter_tag__ creamers . __cust>","<rep__ __cust__ we 'll pass this suggestion along . thank you for sharing . __initials__ __rep> <cust__ __company__ thanks , i fly with you often ( __airport_code__ to __airport_code__ and __airport_code__ to __airport_code__ ) __cust> <rep__ __cust__ you 're very welcome ! __initials__ __rep>",
576281,DELAY,airlines.csv:14136,"<cust__ __company__ the issue of the unruly passenger aboard flight # aa __num__ is still going on , deplaned and many going to miss connections in ord __cust>","<rep__ __cust__ thanks for the info , timothy . we 're looking into this . __rep>",
2239158,TERMOPS,airlines.csv:21454,<cust__ you guys are terrible with all these gate changes for this flight __company__ __cust>,<rep__ __cust__ gate changes can happen and we appreciate your understanding . we 'll see you on board soon and take you where you need to be . __rep>,
2782331,DELAY,airlines.csv:24279,<cust__ flight delayed so they can check if we have the right doors on the plane . cmon __company__ __cust>,"<rep__ __cust__ we 'll make sure we do , then get you safely wheels up just as fast as we can . __rep>",
2813530,OTHER,airlines.csv:11311,<cust__ only __num__ days till we 're flying to puerto vallarta ! hope __company__ is ready to have __num__ people from the wedding on the same flight ! __cust>,<rep__ __cust__ delta is ready when you are ! __initials__ __rep>,
2666019,TERMOPS,airlines.csv:10701,<cust__ __company__ you have the worst terminal/gates for central america departure flights at # __airport_code__ . so depressing and crowed . __cust>,<rep__ __cust__ our apologies for the disappointing experience . please share your feedback on how we can improve things . __initials__ __rep>,
2953958,OTHER,airlines.csv:33913,<cust__ top marks __company__ landing early at heathrow ... because i can now sneak a quick __twitter_at__ ramen before the next flight __twitter_tag__ __cust>,"<rep__ __cust__ sounds great , sean ! although personally i would have chosen the salt & chilli squid and a katsu curry ! enjoy your next flight ! ^rach __rep> <cust__ __company__ i didnt have you down as a katsu-kinda airline . top work __cust> <rep__ __cust__ hi sean . well we 're full of surprises . ^neil __rep>",
1190131,TERMFACS,airlines.csv:28761,<cust__ __company__ just spent afternoon in galleries lounge . have to say your food available for a diabetic is non existent . in fact appalling __cust>,"<rep__ __cust__ hi andy , we 're sorry to hear you 're unhappy with the catering service available for diabetics . we 've passed on your comments for __rep>",
1807364,OTHER,airlines.csv:7431,<cust__ __company__ thank you . you guys are the best ! ! ! __cust>,<rep__ __cust__ great ! i 'm happy everything is squared away ! have a great day . __initials__ __rep>,
2641173,INFLIGHTENT,airlines.csv:23663,<cust__ __company__ help me understand why a cross country flight doesnt have plugs for electronics __twitter_tag__ __cust>,<rep__ __cust__ most of our planes have power ports and sorry you happen to be on one that may not . __rep>,
721462,OTHER,airlines.csv:27263,<cust__ do you provide any special language assistance for passengers not english speaking __company__ ? __cust>,"<rep__ __cust__ hi marco , are you referring to contacting us by phone or on board ? __initials__ __rep> <cust__ __company__ on board and getting connection flights in foreign airports __cust> <rep__ __cust__ we do n't have any specific assistance , marco . if you find a member of staff at the airport , there will be someone who can assist . ^pip __rep>",
2974024,BAGGAGE,airlines.csv:11931,"<cust__ . __company__ since this ( __num__ in x __num__ in x __num__ in ) is __num__ linear inches but a bit different than your carry-on policy ( __num__ x __num__ x __num__ in ) , would you allow it ? thanks . __cust>",<rep__ __cust__ thanks for reaching out to us . that bag will be allowed as a carry on . __initials__ __rep>,
1199828,INFLIGHTFACS,airlines.csv:17050,<cust__ __company__ im suppose to be on flight __num__ out of __airport_code__ tomorrow and i dont have a seat ... what do you intend to do about this ? ? ? ? __cust>,"<rep__ __cust__ our team at the airport can assign a seat at no charge for you , paul . see you tomorrow ! __rep>",
2037938,BOOKFLT,airlines.csv:39891,<cust__ __company__ is having a sale . whos down for a quick weekend get away ? __cust>,"<rep__ __cust__ get your crew together and let 's go on an adventure , joey ! we hope to see you at __num__ k soon . __initials__ __rep>",
2037891,INFLIGHTFACS,airlines.csv:20524,<cust__ __company__ why do we never get to sit next to each other when we book __num__ ppl on the same ticket ? selecting seats is always all unavailable __cust>,"<rep__ __cust__ with some fares you may be able to purchase seats to guarantee assignments . if not , our team at the airport will try to keep you together __rep>",
1866783,TERMOPS,airlines.csv:39211,<cust__ amazingly rude __company__ staff at gate c __num__ in denver for flight __num__ ( delayed ) just now . __cust>,"<rep__ __cust__ mark , we 're truly sorry for the poor customer service , especially during the delay . we 'll make sure to pass your thoughts on . __initials__ __rep>",
1043894,DELAY,airlines.csv:16154,<cust__ __company__ just drove __num__ + hours due to unexplained last minute cancelled flight to make connection home . hope i can get upgrade/points ? __cust>,<rep__ __cust__ we do n't like canceling a flight and do so only as a last resort . we 'll get you on your way as fast as we can . __rep>,
2873860,DELAY,airlines.csv:24772,"<cust__ __company__ flight # __num__ from orlando to philly . why ? you take our plane for a dallas run , take out flight crew , and now we are __num__ hours late . orlando doesnt have anyone to fuel our plane at __num__ pm . congrats , you are the only airline that could make the old us air look good __cust>","<rep__ __cust__ we 're sorry for the wait , we 're showing a departure time of __num__ p. thanks for your patience . __rep> <cust__ __company__ lost my patience hours ago . your airline deliberately messed up my travel . you took our plane for another group of passengers . have offered us nothing . wont get home to __num__ am if lucky . why fly your airline again __cust>",
76430,BAGGAGE,airlines.csv:12131,<cust__ __company__ sent me the very same forms and question are they 've sent to me to fill in .ok let 's get this clear .i dont have a damaged bag . the bag that the agents forced me to send into luggage had my studio equipment in there which came back to me damaged . ca n't be used again __cust>,<rep__ __cust__ please follow-up with our team directly via the email they 've sent . __rep>,
258000,BOOKFLT,airlines.csv:25812,<cust__ __company__ do you realise the reason that i am not booking a flight with you is because i ca n't work out how to change the currency ? ? __cust>,<rep__ __cust__ hi emma . i 'm sorry you 're unhappy you ca n't pay in __airport_code__ . you will pay for your tickets using the currency of the country you booking ( __num__ / __num__ ) __rep>,
1273302,INFLIGHTFACS,airlines.csv:37431,<cust__ on flight __num__ you have passengers savings six seats and staff will not say anything ! this is wrong ! __company__ __cust>,"<rep__ __cust__ all flights are open seating , and we do n't have a policy for or against saving seats . we apologize for any frustration . __initials__ __rep> <cust__ __company__ so everyone on southwest should start saving seats ! __cust>",
2584010,OTHER,airlines.csv:32836,<cust__ good job __company__ in __num__ mins early from__twitter_at__ despite the fog __cust>,"<rep__ __cust__ we 're pleased you 're happy with our service , terry . can you let us know your flight number ? we 'd like to feed this back ? ^danih __rep> <cust__ __company__ __num__ __cust> <rep__ __cust__ thanks for letting us know , terry . we hope we can welcome you back on board soon . ^charlotte __rep>",
2583959,FLIGHTSTAFF,airlines.csv:41637,<cust__ __company__ i look forward to flying with y'all on __num__ / __num__ . southwest airlines is my only choice of airline to fly . thank you so much for providing great customer service on each flight i 've had the pleasure to fly on . wishing the southwest family a very happy thanksgiving . __cust>,"<rep__ __cust__ thank you for the well wishes , teasha ! we look forward to welcoming you onboard soon ! __initials__ __rep>",
53150,BAGGAGE,airlines.csv:131,"<cust__ __company__ i lost my phone on flight from paris to minneapolis on __num__ st october , economy class . i raised a ticket __num__ . no response . seat __num__ f __cust>","<rep__ __cust__ i 'm sorry to hear you lost your phone . if you filled out the online lost item report , you will be contacted if your phone is found . __initials__ __rep> <cust__ __company__ its been __num__ days . still no response __cust> <rep__ __cust__ duvi , we appreciate your patience and reassure you that our team is doing their very best to locate and return your iphone to you . __initials__ __rep>",
2607695,TERMOPS,airlines.csv:41743,<cust__ __company__ boarding your flights early when __airport_code__ x ray is broken and announced at __airport_code__ airport puts stress in disabled passengers like me . __cust>,"<rep__ __cust__ it 's never our intention to upset you , beth . were you able to make your flight ? __initials__ __rep> <cust__ __company__ yes barely and was unable to get priority pass you need a new system for passengers __cust>",
830620,REWARDS,airlines.csv:36150,<cust__ __company__ are you all open on columbus day ? need to extend travel funds that expire tomorrow ! __cust>,"<rep__ __cust__ hey , caitlin . we will be open tomorrow ! however , we wo n't be able to consider extensions until after the expiration date . __initials__ __rep> <cust__ __company__ ok- we will call tomorrow ! thanks __company__ ! __cust>",
1681075,INFLIGHTENT,airlines.csv:7001,"<cust__ __company__ this new and improved wi-fi on dl __num__ is so so bad , impossible to work on a __num__ + hour flight . old wi-fi was at least functional ... __cust>",<rep__ __cust__ i 'm sorry to hear this . thank you for letting us know this as well as giving us feedback . __initials__ __rep>,
2396897,INFLIGHTENT,airlines.csv:41103,<cust__ __company__ yall have hazelnut creamer today ! awesome ! __cust>,"<rep__ __cust__ we 're nuts about our creamer too , jeff ! enjoy ! __initials__ __rep>",
1214349,DELAY,airlines.csv:17118,<cust__ __company__ unacceptable delays on aa __num__ from __airport_code__ to dca __cust>,<rep__ __cust__ delays are certainly not very much fun for everyone concerned . we 'll get you to __airport_code__ as quickly as we can ! __rep>,
901782,CHGFLT,airlines.csv:15470,<cust__ thank you __company__ for responding so quickly and for agreeing to waive the __money__ cancellation fee . you are the best ! ! ! __cust>,<rep__ __cust__ we 're glad we could help . we love being here for our customers __num__ / __num__ ! __rep>,
942977,DELAY,airlines.csv:27933,<cust__ if youre waiting for the delayed __company__ ba __num__ to __airport_code__ its got something to do with wheelchairs ! __cust>,"<rep__ __cust__ hi stulet , please accept our apologies for any inconvenience caused by the delay you 've experienced in barcelona . ^l __rep>",
2353024,BOOKFLT,airlines.csv:22270,<cust__ i 'm just about to book a flight on __company__ for new years . now i wonder if i should ? __cust>,<rep__ __cust__ we ca n't wait to have you on board with us and we 're working on getting pilots for every flight . we expect to avoid all cancellations . __rep> <cust__ __company__ good news ! __cust>,
496249,NEWFEAT,airlines.csv:13846,<cust__ is __airport_code__ - __airport_code__ on the drawing board at leas for __airport_code__ stop service ? i ask every year . __company__ __cust>,<rep__ __cust__ you never know what can happen . we always want to provide the best options for our customers . keep checking ! __rep> <cust__ __company__ thank you __cust>,
89900,INFLIGHTFACS,airlines.csv:12169,"<cust__ __company__ missing you on my __num__ st flight on __twitter_at__ . i upgraded my seat , got charged the full fare again . then they failed to inform me that my new seat had no window and no left arm armrest on a __num__ -hour flight __twitter_tag__ flight # __num__ __airport_code__ -lax . conf # yvbwrn __cust>","<rep__ __cust__ omar , from what we can see , your reservation was booked by a third party travel agent and the charge in question was pending not confirmed . we 're glad you called in to have that resolved . even more space seats offer extra leg room and priority boarding . __rep>",
1651633,TERMOPS,airlines.csv:6873,<cust__ __company__ would be nice if you actually announced delays __cust>,"<rep__ __cust__ we do our best to communicate flight statuses , goose . we 'll do better next time . __initials__ __rep>",
1535251,OTHER,airlines.csv:18516,<cust__ dont fly __company__ until they improve their customer service ! its getting ridiculous ! __cust>,"<rep__ __cust__ we strive to give great customer service , every time . we 're disappointed that we fell short of your expectations . __rep>",
545600,TERMOPS,airlines.csv:26704,"<cust__ __company__ my mom-in-law l is traveling from __airport_code__ to __airport_code__ via __airport_code__ it 's her first time on a plane and travelling alone to meet her daughter in uk as a surprise . my __airport_code__ is terrified of getting through the airport , do you offer assistance ? __cust>","<rep__ __cust__ hi , craig . unfortunately we dont offer assistance of that kind . there will be staff through connections and the airport available to assist . luggage will be checked all the way through , which will help your mother-in-law a little . ^pip __rep>",
1794647,NEWFEAT,airlines.csv:38918,<cust__ __company__ when we going to hawaii ! __cust>,"<rep__ __cust__ aloha , dlanor ! we do n't have that information just yet , but be sure to check out our social media channels for future updates . __initials__ __rep>",
939853,DELAY,airlines.csv:3739,<cust__ __company__ flight __num__ __airport_code__ to la delayed four hours no explanation and no one at the gate __cust>,<rep__ __cust__ i appreciate your patience . the flight was delayed due to late arriving equipment caused by __airport_code__ flow control in __airport_code__ . __initials__ __rep>,
974612,DELAY,airlines.csv:28037,<cust__ __company__ my ba flight is late again ba __num__ thank you __cust>,"<rep__ __cust__ sorry to hear your flight was delayed last night , gisella . we hope it did n't cause too much inconvenience . ^anthony __rep> <cust__ __company__ of course it did , instead of getting to my hotel around midnight i got there at __num__ am . i 'm exhausted today and have a busy day ahead __cust> <rep__ __cust__ we do appreciate how frustrating this must have been , gisella . sincere apologies once again , for the disruption to your journey . ^lisa __rep>",
515495,DELAY,airlines.csv:1934,<cust__ . __company__ how does a confirmed silver medallion passenger lose a seat and get stuck waiting due to a `` glitch '' ? __cust>,"<rep__ __cust__ hi , anneke . i truly regret hearing this happen . we know pre-assigned seat requests are important ... however , seat assignments are not guaranteed . we apologize for the inconvenience . __initials__ __rep> <cust__ __company__ __company__ how did i have seat __num__ d at __num__ pm then it changed __cust>",
1353070,DELAY,airlines.csv:17747,<cust__ __company__ what 's up with flight __num__ from __airport_code__ to __airport_code__ ? __cust>,<rep__ __cust__ we 're experiencing a maintenance delay on flight __num__ with an estimated departure time of __num__ p . __rep> <cust__ __company__ no worries . i cancelled my ticket and got a __twitter_at__ flight . __cust>,
366650,CHECKIN,airlines.csv:1233,"<cust__ __company__ __twitter_at__ you have got to do something about the bag drop situation , __num__ min in sky priority every time . __cust>","<rep__ __cust__ ellie , i 'm so sorry to hear about the wait time at __airport_code__ airport . i will share this with our leadership team in __airport_code__ airport . __initials__ __rep>",
938301,DELAY,airlines.csv:36484,<cust__ __company__ yet again a delayed flight . # __num__ i ca n't remember the last time you met your schedule . __cust>,<rep__ __cust__ we 're sorry we let you down with the delay . i assure you we are working diligently to get you on your way as soon as possible . __initials__ __rep>,
1036746,DELAY,airlines.csv:16107,<cust__ thanks __company__ . i appreciate getting bumped off two planes in one evening . and im still not en route to my destination . __cust>,<rep__ __cust__ our sincere apologies for this experience . we really appreciate your patience this evening . __rep>,
833709,FLIGHTSTAFF,airlines.csv:36163,<cust__ __company__ great crew on las vegas to baltimore tonight . __cust>,<rep__ __cust__ our crews are the best in the biz ! we ca n't wait for our next opportunity to share our southwest hospitality with you . __initials__ __rep>,
915354,OTHER,airlines.csv:15547,<cust__ . __company__ ive been flying your brand or ones youve absorbed my entire life and this weekends issues makes me want to switch brands . __cust>,"<rep__ __cust__ that 's not what we like to hear , what 's going on and how can we help ? __rep>",
2143842,CUSTSUPP,airlines.csv:8552,<cust__ wth __company__ - __num__ hour wait time to talk to a customer service agent ? ! ? __cust>,"<rep__ __cust__ hi . my apologies for the wait time at this busy time . for assistance , please follow and direct message your confirmation number . __initials__ __rep>",
1631218,INFLIGHTENT,airlines.csv:38374,<cust__ __company__ thank you for the free espn live tv service on our flight from dallas to dc ! got to watch entire palmeto bowl and clemson win ! service was awesome __twitter_tag__ __cust>,<rep__ __cust__ we 're happy to share the day with you andrew . glad you could enjoy the game ! __initials__ __rep>,
2521036,DELAY,airlines.csv:23048,"<cust__ hey __company__ , what 's happening on our __airport_code__ to __airport_code__ flight __num__ ? ? ? are we stranded overnight with a __num__ yr old ? ? __cust>",<rep__ __cust__ we 're working on this and doing everything we can to get your family in the air soon . our apologies for the longer than expected delay . __rep>,
1284177,BAGGAGE,airlines.csv:28978,"<cust__ hi __company__ . why , when i checked in online today , was n't i notified i would have to pay for checked baggage . had to pay at airport __cust>","<rep__ __cust__ hi leo , if you 've purchased a basic fare , which does n't include baggage then you 'll have to pay extra to take a bag . this is n't advised __num__ / __num__ __rep>",
787988,OTHER,airlines.csv:27482,"<cust__ __company__ congratulations on your hat trick of a delayed flight , terrible customer service and now a lost bag coming home __twitter_tag__ __cust>","<rep__ __cust__ hi lee , we 're sorry your flight and bag have been delayed . did you report your delayed bag on arrival at the airport ? __initials__ __rep> <cust__ __company__ yes , the bag is on its way from new york now - it had been left behind . __cust> <rep__ __cust__ thanks for letting us know , lee . we appreciate your patience . __initials__ __rep>",
9393,REWARDS,airlines.csv:25216,<cust__ __company__ hello ive booked an american airlines flight ( operated by alaska ) ; will i still earn ba tier points on this flight ? __cust>,"<rep__ __cust__ hi chaz , there 's a flight calculator online that will tell you how many avios and tier points you will receive . ^helen __rep>",
1414657,DELAY,airlines.csv:5909,"<cust__ never cried at an airport before . thanks , __company__ . missed connection because of delay . no info , no hotel , no meal , no help . __cust>",<rep__ __cust__ not good to hear ! pls let me know if i can be of assistance . __initials__ __rep>,
1359121,CHECKIN,airlines.csv:29172,<cust__ __company__ could you please tell me if i need to print my boarding passes off before i get to the airport ? also which gate do i go to ? __cust>,"<rep__ __cust__ you can collect your boarding pass at the airport , vince . also the gate will be announced on the day of departure . ^steph __rep>",
788293,INFLIGHTENT,airlines.csv:27483,<cust__ great experience to fly a __num__ from __airport_code__ to __airport_code__ . but __company__ this was the worst inflight food i have ever had on a flight . very sad ! __cust>,<rep__ __cust__ we 're pleased you enjoyed your flight but we 're disappointed to learn about the food you received . we 'll make our catering team __num__ / __num__ __rep>,
2104072,TERMOPS,airlines.csv:8428,<cust__ big thanks to mary k thom of __company__ who saw the long line and opened their desk early at __airport_code__ today . __cust>,<rep__ __cust__ welcome aboard and thanks for flying delta jets . __initials__ __rep>,
2253059,DELAY,airlines.csv:40638,<cust__ hey __company__ thanks for making me an hour late by letting two extra people on to our flight . __cust>,"<rep__ __cust__ michael , we know delays are tough and apologize for the inconvenience today . we 'll do our best to make up time in the air . __initials__ __rep>",
391908,CHECKIN,airlines.csv:34846,<cust__ __company__ thanks for the painless check-in and bag drop off in seattle . those multiple kiosks made my morning much less stressful . __cust>,<rep__ __cust__ that 's awesome to hear alicia ! we try to make things as easy as possible and we 're glad you 're off to a great start ! __initials__ __rep>,
169779,OTHER,airlines.csv:404,"<cust__ __company__ hi , i have a small question ! __cust>","<rep__ __cust__ thanks for reaching out to us . how can we help ? __initials__ __rep> <cust__ __company__ i forgot what to ask but , have a nice day < __num__ __cust> <rep__ __cust__ enjoy your day as well . __initials__ __rep>",
1626988,INFLIGHTENT,airlines.csv:38359,"<cust__ getting on a __company__ flight with no wifi/in flight entertainment . its __num__ , and all airplanes arent created equal __cust>",<rep__ __cust__ sorry your flight does n't have wifi . our fleet will be fully wifi-enabled by the end of __num__ . __initials__ __rep>,
2514760,TERMFACS,airlines.csv:32597,<cust__ sitting in the __company__ lounge in __airport_code__ . hambalani is a real credit . what a lovely man . gentle and genuine customer service . __cust>,"<rep__ __cust__ that 's great to hear , sean . thanks for getting in touch , and we hope you enjoyed your flight from __airport_code__ . ^cec __rep>",
382964,OTHER,airlines.csv:26226,<cust__ __company__ got my ba executive club account hacked . what should i do ? please direct message me . __cust>,<rep__ __cust__ registered email address and registered postal address on the account and your date of birth . please also tell us more details as to __num__ / __num__ __rep>,
1921526,FLIGHTSTAFF,airlines.csv:20158,"<cust__ __company__ shout out to peter , a flight attendant on __num__ from __airport_code__ to __airport_code__ this evening . he was a lot of fun and made my day ! ! __cust>",<rep__ __cust__ we love receiving shout-outs from our customers and thanks for recognizing our __twitter_tag__ members . we 'll be sure to pass along your kudos ! __rep>,
1656790,DELAY,airlines.csv:6905,"<cust__ well , __company__ , your gate staff are awesome and super friendly , but your timekeeping is terrible __twitter_tag__ __cust>","<cust__ __company__ we 've gone from `` on time '' to `` __num__ hr delay '' to `` on time '' to `` __num__ min delay '' to `` on time '' to `` we do n't have an aircrew '' to `` __num__ hr delay '' __cust> <cust__ __company__ now we 're at a `` __num__ min delay . '' yowsers . you need a tequila shots bar at this gate . __cust> <cust__ __company__ my plane `` departs in __num__ minutes '' ... but i 'm not on the plane and the plane has no pilot __cust> <cust__ __company__ `` estimated departure : __num__ pm . '' now i get it , __company__ , you 're forcing me to visit __airport_code__ of detroit airport 's bars . bravo __cust> <cust__ __cust__ __company__ always looking at the upside __cust> <rep__ __twitter_at__ donald , i am sorry to hear that . i hope you will give us another chance in the near future . __initials__ __rep>",
